id_reniec;departamento;provincia;distrito;id_inei;id_pais
140117;LIMA;LIMA;PUEBLO LIBRE;150121;PER
140118;LIMA;LIMA;PUCUSANA;150124;PER
140119;LIMA;LIMA;PUENTE PIEDRA;150125;PER
140120;LIMA;LIMA;PUNTA HERMOSA;150126;PER
140121;LIMA;LIMA;PUNTA NEGRA;150127;PER
140122;LIMA;LIMA;RIMAC;150128;PER
140123;LIMA;LIMA;SAN BARTOLO;150129;PER
140124;LIMA;LIMA;SAN ISIDRO;150131;PER
140125;LIMA;LIMA;BARRANCO;150104;PER
140126;LIMA;LIMA;SAN MARTIN DE PORRES;150135;PER
140127;LIMA;LIMA;SAN MIGUEL;150136;PER
140128;LIMA;LIMA;SANTA MARIA DEL MAR;150138;PER
140129;LIMA;LIMA;SANTA ROSA;150139;PER
140130;LIMA;LIMA;SANTIAGO DE SURCO;150140;PER
140131;LIMA;LIMA;SURQUILLO;150141;PER
140132;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;150143;PER
140133;LIMA;LIMA;JESUS MARIA;150113;PER
140134;LIMA;LIMA;INDEPENDENCIA;150112;PER
140135;LIMA;LIMA;EL AGUSTINO;150111;PER
140136;LIMA;LIMA;SAN JUAN DE MIRAFLORES;150133;PER
140137;LIMA;LIMA;SAN JUAN DE LURIGANCHO;150132;PER
140138;LIMA;LIMA;SAN LUIS;150134;PER
140139;LIMA;LIMA;CIENEGUILLA;150109;PER
140140;LIMA;LIMA;SAN BORJA;150130;PER
140141;LIMA;LIMA;VILLA EL SALVADOR;150142;PER
140142;LIMA;LIMA;LOS OLIVOS;150117;PER
140143;LIMA;LIMA;SANTA ANITA;150137;PER
140201;LIMA;CAJATAMBO;CAJATAMBO;150301;PER
140205;LIMA;CAJATAMBO;COPA;150302;PER
140206;LIMA;CAJATAMBO;GORGOR;150303;PER
140207;LIMA;CAJATAMBO;HUANCAPON;150304;PER
140208;LIMA;CAJATAMBO;MANAS;150305;PER
140301;LIMA;CANTA;CANTA;150401;PER
140302;LIMA;CANTA;ARAHUAY;150402;PER
140303;LIMA;CANTA;HUAMANTANGA;150403;PER
140304;LIMA;CANTA;HUAROS;150404;PER
140305;LIMA;CANTA;LACHAQUI;150405;PER
140306;LIMA;CANTA;SAN BUENAVENTURA;150406;PER
140307;LIMA;CANTA;SANTA ROSA DE QUIVES;150407;PER
140401;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;150501;PER
140402;LIMA;CAÑETE;CALANGO;150503;PER
140403;LIMA;CAÑETE;CERRO AZUL;150504;PER
140404;LIMA;CAÑETE;COAYLLO;150506;PER
140405;LIMA;CAÑETE;CHILCA;150505;PER
140406;LIMA;CAÑETE;IMPERIAL;150507;PER
140407;LIMA;CAÑETE;LUNAHUANA;150508;PER
140408;LIMA;CAÑETE;MALA;150509;PER
140409;LIMA;CAÑETE;NUEVO IMPERIAL;150510;PER
140410;LIMA;CAÑETE;PACARAN;150511;PER
140411;LIMA;CAÑETE;QUILMANA;150512;PER
140412;LIMA;CAÑETE;SAN ANTONIO;150513;PER
140413;LIMA;CAÑETE;SAN LUIS;150514;PER
140414;LIMA;CAÑETE;SANTA CRUZ DE FLORES;150515;PER
140415;LIMA;CAÑETE;ZUÑIGA;150516;PER
140416;LIMA;CAÑETE;ASIA;150502;PER
140501;LIMA;HUAURA;HUACHO;150801;PER
140502;LIMA;HUAURA;AMBAR;150802;PER
140504;LIMA;HUAURA;CALETA DE CARQUIN;150803;PER
140505;LIMA;HUAURA;CHECRAS;150804;PER
140506;LIMA;HUAURA;HUALMAY;150805;PER
140507;LIMA;HUAURA;HUAURA;150806;PER
140508;LIMA;HUAURA;LEONCIO PRADO;150807;PER
140509;LIMA;HUAURA;PACCHO;150808;PER
140511;LIMA;HUAURA;SANTA LEONOR;150809;PER
140512;LIMA;HUAURA;SANTA MARIA;150810;PER
140513;LIMA;HUAURA;SAYAN;150811;PER
140516;LIMA;HUAURA;VEGUETA;150812;PER
140601;LIMA;HUAROCHIRI;MATUCANA;150701;PER
140602;LIMA;HUAROCHIRI;ANTIOQUIA;150702;PER
140603;LIMA;HUAROCHIRI;CALLAHUANCA;150703;PER
140604;LIMA;HUAROCHIRI;CARAMPOMA;150704;PER
140605;LIMA;HUAROCHIRI;CASTA;150724;PER
140606;LIMA;HUAROCHIRI;SAN JOSE DE LOS CHORRILLOS;150706;PER
140607;LIMA;HUAROCHIRI;CHICLA;150705;PER
140608;LIMA;HUAROCHIRI;HUANZA;150708;PER
140609;LIMA;HUAROCHIRI;HUAROCHIRI;150709;PER
140610;LIMA;HUAROCHIRI;LAHUAYTAMBO;150710;PER
140611;LIMA;HUAROCHIRI;LANGA;150711;PER
140612;LIMA;HUAROCHIRI;MARIATANA;150713;PER
140613;LIMA;HUAROCHIRI;RICARDO PALMA;150714;PER
140614;LIMA;HUAROCHIRI;SAN ANDRES DE TUPICOCHA;150715;PER
140615;LIMA;HUAROCHIRI;SAN ANTONIO;150716;PER
140616;LIMA;HUAROCHIRI;SAN BARTOLOME;150717;PER
140617;LIMA;HUAROCHIRI;SAN DAMIAN;150718;PER
140618;LIMA;HUAROCHIRI;SANGALLAYA;150726;PER
140619;LIMA;HUAROCHIRI;SAN JUAN DE TANTARANCHE;150720;PER
140620;LIMA;HUAROCHIRI;SAN LORENZO DE QUINTI;150721;PER
140621;LIMA;HUAROCHIRI;SAN MATEO;150722;PER
140622;LIMA;HUAROCHIRI;SAN MATEO DE OTAO;150723;PER
140623;LIMA;HUAROCHIRI;SAN PEDRO DE HUANCAYRE;150725;PER
140624;LIMA;HUAROCHIRI;SANTA CRUZ DE COCACHACRA;150727;PER
140625;LIMA;HUAROCHIRI;SANTA EULALIA;150728;PER
140626;LIMA;HUAROCHIRI;SANTIAGO DE ANCHUCAYA;150729;PER
140627;LIMA;HUAROCHIRI;SANTIAGO DE TUNA;150730;PER
140628;LIMA;HUAROCHIRI;SANTO DOMINGO DE LOS OLLEROS;150731;PER
140629;LIMA;HUAROCHIRI;SURCO;150732;PER
140630;LIMA;HUAROCHIRI;HUACHUPAMPA;150707;PER
140631;LIMA;HUAROCHIRI;LARAOS;150712;PER
140632;LIMA;HUAROCHIRI;SAN JUAN DE IRIS;150719;PER
140701;LIMA;YAUYOS;YAUYOS;151001;PER
140702;LIMA;YAUYOS;ALIS;151002;PER
140703;LIMA;YAUYOS;ALLAUCA;151003;PER
140704;LIMA;YAUYOS;AYAVIRI;151004;PER
140705;LIMA;YAUYOS;AZANGARO;151005;PER
140706;LIMA;YAUYOS;CACRA;151006;PER
140707;LIMA;YAUYOS;CARANIA;151007;PER
140708;LIMA;YAUYOS;COCHAS;151010;PER
140709;LIMA;YAUYOS;COLONIA;151011;PER
140710;LIMA;YAUYOS;CHOCOS;151009;PER
140711;LIMA;YAUYOS;HUAMPARA;151013;PER
140712;LIMA;YAUYOS;HUANCAYA;151014;PER
140713;LIMA;YAUYOS;HUANGASCAR;151015;PER
140714;LIMA;YAUYOS;HUANTAN;151016;PER
140715;LIMA;YAUYOS;HUAÑEC;151017;PER
140716;LIMA;YAUYOS;LARAOS;151018;PER
140717;LIMA;YAUYOS;LINCHA;151019;PER
140718;LIMA;YAUYOS;MIRAFLORES;151021;PER
140719;LIMA;YAUYOS;OMAS;151022;PER
140720;LIMA;YAUYOS;QUINCHES;151024;PER
140721;LIMA;YAUYOS;QUINOCAY;151025;PER
140722;LIMA;YAUYOS;SAN JOAQUIN;151026;PER
140723;LIMA;YAUYOS;SAN PEDRO DE PILAS;151027;PER
140724;LIMA;YAUYOS;TANTA;151028;PER
140725;LIMA;YAUYOS;TAURIPAMPA;151029;PER
140726;LIMA;YAUYOS;TUPE;151031;PER
140727;LIMA;YAUYOS;TOMAS;151030;PER
140728;LIMA;YAUYOS;VIÑAC;151032;PER
140729;LIMA;YAUYOS;VITIS;151033;PER
140730;LIMA;YAUYOS;HONGOS;151012;PER
140731;LIMA;YAUYOS;MADEAN;151020;PER
140732;LIMA;YAUYOS;PUTINZA;151023;PER
140733;LIMA;YAUYOS;CATAHUASI;151008;PER
140801;LIMA;HUARAL;HUARAL;150601;PER
140802;LIMA;HUARAL;ATAVILLOS ALTO;150602;PER
140803;LIMA;HUARAL;ATAVILLOS BAJO;150603;PER
140804;LIMA;HUARAL;AUCALLAMA;150604;PER
140805;LIMA;HUARAL;CHANCAY;150605;PER
140806;LIMA;HUARAL;IHUARI;150606;PER
140807;LIMA;HUARAL;LAMPIAN;150607;PER
140808;LIMA;HUARAL;PACARAOS;150608;PER
140809;LIMA;HUARAL;SAN MIGUEL DE ACOS;150609;PER
140810;LIMA;HUARAL;VEINTISIETE DE NOVIEMBRE;150612;PER
140811;LIMA;HUARAL;SANTA CRUZ DE ANDAMARCA;150610;PER
140812;LIMA;HUARAL;SUMBILCA;150611;PER
140901;LIMA;BARRANCA;BARRANCA;150201;PER
140902;LIMA;BARRANCA;PARAMONGA;150202;PER
140903;LIMA;BARRANCA;PATIVILCA;150203;PER
140904;LIMA;BARRANCA;SUPE;150204;PER
140905;LIMA;BARRANCA;SUPE PUERTO;150205;PER
141001;LIMA;OYON;OYON;150901;PER
141002;LIMA;OYON;NAVAN;150905;PER
141003;LIMA;OYON;CAUJUL;150903;PER
141004;LIMA;OYON;ANDAJES;150902;PER
141005;LIMA;OYON;PACHANGARA;150906;PER
141006;LIMA;OYON;COCHAMARCA;150904;PER
150101;LORETO;MAYNAS;IQUITOS;160101;PER
150102;LORETO;MAYNAS;ALTO NANAY;160102;PER
150103;LORETO;MAYNAS;FERNANDO LORES;160103;PER
150104;LORETO;MAYNAS;LAS AMAZONAS;160105;PER
150105;LORETO;MAYNAS;MAZAN;160106;PER
150106;LORETO;MAYNAS;NAPO;160107;PER
150107;LORETO;MAYNAS;PUTUMAYO;160109;PER
150108;LORETO;MAYNAS;TORRES CAUSANA;160110;PER
150109;LORETO;MAYNAS;YAQUERANA;;PER
150110;LORETO;MAYNAS;INDIANA;160104;PER
150111;LORETO;MAYNAS;PUNCHANA;160108;PER
150112;LORETO;MAYNAS;BELEN;160112;PER
150113;LORETO;MAYNAS;SAN JUAN BAUTISTA;160113;PER
150114;LORETO;MAYNAS;TENIENTE MANUEL CLAVERO;160114;PER
150201;LORETO;ALTO AMAZONAS;YURIMAGUAS;160201;PER
150202;LORETO;ALTO AMAZONAS;BALSAPUERTO;160202;PER
150203;LORETO;ALTO AMAZONAS;BARRANCA;;PER
150204;LORETO;ALTO AMAZONAS;CAHUAPANAS;;PER
150205;LORETO;ALTO AMAZONAS;JEBEROS;160205;PER
150206;LORETO;ALTO AMAZONAS;LAGUNAS;160206;PER
150207;LORETO;ALTO AMAZONAS;MANSERICHE;;PER
150208;LORETO;ALTO AMAZONAS;MORONA;;PER
150209;LORETO;ALTO AMAZONAS;PASTAZA;;PER
150210;LORETO;ALTO AMAZONAS;SANTA CRUZ;160210;PER
150211;LORETO;ALTO AMAZONAS;TENIENTE CESAR LOPEZ ROJAS;160211;PER
150212;LORETO;ALTO AMAZONAS;ANDOAS;;PER
150301;LORETO;LORETO;NAUTA;160301;PER
150302;LORETO;LORETO;PARINARI;160302;PER
150303;LORETO;LORETO;TIGRE;160303;PER
150304;LORETO;LORETO;URARINAS;160305;PER
150305;LORETO;LORETO;TROMPETEROS;160304;PER
150401;LORETO;REQUENA;REQUENA;160501;PER
150402;LORETO;REQUENA;ALTO TAPICHE;160502;PER
150403;LORETO;REQUENA;CAPELO;160503;PER
150404;LORETO;REQUENA;EMILIO SAN MARTIN;160504;PER
150405;LORETO;REQUENA;MAQUIA;160505;PER
150406;LORETO;REQUENA;PUINAHUA;160506;PER
150407;LORETO;REQUENA;SAQUENA;160507;PER
150408;LORETO;REQUENA;SOPLIN;160508;PER
150409;LORETO;REQUENA;TAPICHE;160509;PER
150410;LORETO;REQUENA;JENARO HERRERA;160510;PER
150411;LORETO;REQUENA;YAQUERANA;160511;PER
150501;LORETO;UCAYALI;CONTAMANA;160601;PER
150502;LORETO;UCAYALI;VARGAS GUERRA;160606;PER
150503;LORETO;UCAYALI;PADRE MARQUEZ;160603;PER
150504;LORETO;UCAYALI;PAMPA HERMOSA;160604;PER
150505;LORETO;UCAYALI;SARAYACU;160605;PER
150506;LORETO;UCAYALI;INAHUAYA;160602;PER
150601;LORETO;MARISCAL RAMON CASTILLA;RAMON CASTILLA;160401;PER
150602;LORETO;MARISCAL RAMON CASTILLA;PEBAS;160402;PER
150603;LORETO;MARISCAL RAMON CASTILLA;YAVARI;160403;PER
150604;LORETO;MARISCAL RAMON CASTILLA;SAN PABLO;160404;PER
150701;LORETO;DATEM DEL MARAÑON;BARRANCA;160701;PER
150702;LORETO;DATEM DEL MARAÑON;ANDOAS;160706;PER
150703;LORETO;DATEM DEL MARAÑON;CAHUAPANAS;160702;PER
150704;LORETO;DATEM DEL MARAÑON;MANSERICHE;160703;PER
150705;LORETO;DATEM DEL MARAÑON;MORONA;160704;PER
150706;LORETO;DATEM DEL MARAÑON;PASTAZA;160705;PER
150801;LORETO;CORONEL PORTILLO;MASISEA;;PER
150901;LORETO;PUTUMAYO;PUTUMAYO;160801;PER
150902;LORETO;PUTUMAYO;ROSA PANDURO;160801;PER
150903;LORETO;PUTUMAYO;TENIENTE MANUEL CLAVERO;160801;PER
150904;LORETO;PUTUMAYO;YAGUAS;160801;PER
160101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;170101;PER
160102;MADRE DE DIOS;TAMBOPATA;INAMBARI;170102;PER
160103;MADRE DE DIOS;TAMBOPATA;LAS PIEDRAS;170103;PER
160104;MADRE DE DIOS;TAMBOPATA;LABERINTO;170104;PER
160201;MADRE DE DIOS;MANU;MANU;170201;PER
160202;MADRE DE DIOS;MANU;FITZCARRALD;170202;PER
160203;MADRE DE DIOS;MANU;MADRE DE DIOS;170203;PER
160204;MADRE DE DIOS;MANU;HUEPETUHE;170204;PER
160301;MADRE DE DIOS;TAHUAMANU;IÑAPARI;170301;PER
160302;MADRE DE DIOS;TAHUAMANU;IBERIA;170302;PER
160303;MADRE DE DIOS;TAHUAMANU;TAHUAMANU;170303;PER
170101;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;180101;PER
170102;MOQUEGUA;MARISCAL NIETO;CARUMAS;180102;PER
170103;MOQUEGUA;MARISCAL NIETO;CUCHUMBAYA;180103;PER
170104;MOQUEGUA;MARISCAL NIETO;SAN CRISTOBAL;180105;PER
170105;MOQUEGUA;MARISCAL NIETO;TORATA;180106;PER
170106;MOQUEGUA;MARISCAL NIETO;SAMEGUA;180104;PER
170201;MOQUEGUA;GENERAL SANCHEZ CERRO;OMATE;180201;PER
170202;MOQUEGUA;GENERAL SANCHEZ CERRO;COALAQUE;180203;PER
170203;MOQUEGUA;GENERAL SANCHEZ CERRO;CHOJATA;180202;PER
170204;MOQUEGUA;GENERAL SANCHEZ CERRO;ICHUÑA;180204;PER
170205;MOQUEGUA;GENERAL SANCHEZ CERRO;LA CAPILLA;180205;PER
170206;MOQUEGUA;GENERAL SANCHEZ CERRO;LLOQUE;180206;PER
170207;MOQUEGUA;GENERAL SANCHEZ CERRO;MATALAQUE;180207;PER
170208;MOQUEGUA;GENERAL SANCHEZ CERRO;PUQUINA;180208;PER
170209;MOQUEGUA;GENERAL SANCHEZ CERRO;QUINISTAQUILLAS;180209;PER
170210;MOQUEGUA;GENERAL SANCHEZ CERRO;UBINAS;180210;PER
170211;MOQUEGUA;GENERAL SANCHEZ CERRO;YUNGA;180211;PER
170301;MOQUEGUA;ILO;ILO;180301;PER
170302;MOQUEGUA;ILO;EL ALGARROBAL;180302;PER
170303;MOQUEGUA;ILO;PACOCHA;180303;PER
180101;PASCO;PASCO;CHAUPIMARCA;190101;PER
180103;PASCO;PASCO;HUACHON;190102;PER
180104;PASCO;PASCO;HUARIACA;190103;PER
180105;PASCO;PASCO;HUAYLLAY;190104;PER
180106;PASCO;PASCO;NINACACA;190105;PER
180107;PASCO;PASCO;PALLANCHACRA;190106;PER
180108;PASCO;PASCO;PAUCARTAMBO;190107;PER
180109;PASCO;PASCO;SAN FCO DE ASIS DE YARUSYACAN;190108;PER
180110;PASCO;PASCO;SIMON BOLIVAR;190109;PER
180111;PASCO;PASCO;TICLACAYAN;190110;PER
180112;PASCO;PASCO;TINYAHUARCO;190111;PER
180113;PASCO;PASCO;VICCO;190112;PER
180114;PASCO;PASCO;YANACANCHA;190113;PER
180201;PASCO;DANIEL ALCIDES CARRION;YANAHUANCA;190201;PER
180202;PASCO;DANIEL ALCIDES CARRION;CHACAYAN;190202;PER
180203;PASCO;DANIEL ALCIDES CARRION;GOYLLARISQUIZGA;190203;PER
180204;PASCO;DANIEL ALCIDES CARRION;PAUCAR;190204;PER
180205;PASCO;DANIEL ALCIDES CARRION;SAN PEDRO DE PILLAO;190205;PER
180206;PASCO;DANIEL ALCIDES CARRION;SANTA ANA DE TUSI;190206;PER
180207;PASCO;DANIEL ALCIDES CARRION;TAPUC;190207;PER
180208;PASCO;DANIEL ALCIDES CARRION;VILCABAMBA;190208;PER
180301;PASCO;OXAPAMPA;OXAPAMPA;190301;PER
180302;PASCO;OXAPAMPA;CHONTABAMBA;190302;PER
180303;PASCO;OXAPAMPA;HUANCABAMBA;190303;PER
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;190306;PER
180305;PASCO;OXAPAMPA;VILLA RICA;190307;PER
180306;PASCO;OXAPAMPA;POZUZO;190305;PER
180307;PASCO;OXAPAMPA;PALCAZU;190304;PER
180308;PASCO;OXAPAMPA;CONSTITUCION;190308;PER
190101;PIURA;PIURA;PIURA;200101;PER
190103;PIURA;PIURA;CASTILLA;200104;PER
190104;PIURA;PIURA;CATACAOS;200105;PER
190105;PIURA;PIURA;LA ARENA;200109;PER
190106;PIURA;PIURA;LA UNION;200110;PER
190107;PIURA;PIURA;LAS LOMAS;200111;PER
190109;PIURA;PIURA;TAMBO GRANDE;200114;PER
190113;PIURA;PIURA;CURA MORI;200107;PER
190114;PIURA;PIURA;EL TALLAN;200108;PER
190115;PIURA;PIURA;VEINTISEIS DE OCTUBRE;200114;PER
190201;PIURA;AYABACA;AYABACA;200201;PER
190202;PIURA;AYABACA;FRIAS;200202;PER
190203;PIURA;AYABACA;LAGUNAS;200204;PER
190204;PIURA;AYABACA;MONTERO;200205;PER
190205;PIURA;AYABACA;PACAIPAMPA;200206;PER
190206;PIURA;AYABACA;SAPILLICA;200208;PER
190207;PIURA;AYABACA;SICCHEZ;200209;PER
190208;PIURA;AYABACA;SUYO;200210;PER
190209;PIURA;AYABACA;JILILI;200203;PER
190210;PIURA;AYABACA;PAIMAS;200207;PER
190301;PIURA;HUANCABAMBA;HUANCABAMBA;200301;PER
190302;PIURA;HUANCABAMBA;CANCHAQUE;200302;PER
190303;PIURA;HUANCABAMBA;HUARMACA;200304;PER
190304;PIURA;HUANCABAMBA;SONDOR;200307;PER
190305;PIURA;HUANCABAMBA;SONDORILLO;200308;PER
190306;PIURA;HUANCABAMBA;EL CARMEN DE LA FRONTERA;200303;PER
190307;PIURA;HUANCABAMBA;SAN MIGUEL DE EL FAIQUE;200306;PER
190308;PIURA;HUANCABAMBA;LALAQUIZ;200305;PER
190401;PIURA;MORROPON;CHULUCANAS;200401;PER
190402;PIURA;MORROPON;BUENOS AIRES;200402;PER
190403;PIURA;MORROPON;CHALACO;200403;PER
190404;PIURA;MORROPON;MORROPON;200405;PER
190405;PIURA;MORROPON;SALITRAL;200406;PER
190406;PIURA;MORROPON;SANTA CATALINA DE MOSSA;200408;PER
190407;PIURA;MORROPON;SANTO DOMINGO;200409;PER
190408;PIURA;MORROPON;LA MATANZA;200404;PER
190409;PIURA;MORROPON;YAMANGO;200410;PER
190410;PIURA;MORROPON;SAN JUAN DE BIGOTE;200407;PER
190501;PIURA;PAITA;PAITA;200501;PER
190502;PIURA;PAITA;AMOTAPE;200502;PER
190503;PIURA;PAITA;ARENAL;200503;PER
190504;PIURA;PAITA;LA HUACA;200505;PER
190505;PIURA;PAITA;COLAN;200504;PER
190506;PIURA;PAITA;TAMARINDO;200506;PER
190507;PIURA;PAITA;VICHAYAL;200507;PER
190601;PIURA;SULLANA;SULLANA;200601;PER
190602;PIURA;SULLANA;BELLAVISTA;200602;PER
190603;PIURA;SULLANA;LANCONES;200604;PER
190604;PIURA;SULLANA;MARCAVELICA;200605;PER
190605;PIURA;SULLANA;MIGUEL CHECA;200606;PER
190606;PIURA;SULLANA;QUERECOTILLO;200607;PER
190607;PIURA;SULLANA;SALITRAL;200608;PER
190608;PIURA;SULLANA;IGNACIO ESCUDERO;200603;PER
190701;PIURA;TALARA;PARIÑAS;200701;PER
190702;PIURA;TALARA;EL ALTO;200702;PER
190703;PIURA;TALARA;LA BREA;200703;PER
190704;PIURA;TALARA;LOBITOS;200704;PER
190705;PIURA;TALARA;MANCORA;200706;PER
190706;PIURA;TALARA;LOS ORGANOS;200705;PER
190801;PIURA;SECHURA;SECHURA;200801;PER
190802;PIURA;SECHURA;VICE;200805;PER
190803;PIURA;SECHURA;BERNAL;200803;PER
190804;PIURA;SECHURA;BELLAVISTA DE LA UNION;200802;PER
190805;PIURA;SECHURA;CRISTO NOS VALGA;200804;PER
190806;PIURA;SECHURA;RINCONADA-LLICUAR;200806;PER
200101;PUNO;PUNO;PUNO;210101;PER
200102;PUNO;PUNO;ACORA;210102;PER
200103;PUNO;PUNO;ATUNCOLLA;210104;PER
200104;PUNO;PUNO;CAPACHICA;210105;PER
200105;PUNO;PUNO;COATA;210107;PER
200106;PUNO;PUNO;CHUCUITO;210106;PER
200107;PUNO;PUNO;HUATA;210108;PER
200108;PUNO;PUNO;MAÑAZO;210109;PER
200109;PUNO;PUNO;PAUCARCOLLA;210110;PER
200110;PUNO;PUNO;PICHACANI;210111;PER
200111;PUNO;PUNO;SAN ANTONIO;210113;PER
200112;PUNO;PUNO;TIQUILLACA;210114;PER
200113;PUNO;PUNO;VILQUE;210115;PER
200114;PUNO;PUNO;PLATERIA;210112;PER
200115;PUNO;PUNO;AMANTANI;210103;PER
200201;PUNO;AZANGARO;AZANGARO;210201;PER
200202;PUNO;AZANGARO;ACHAYA;210202;PER
200203;PUNO;AZANGARO;ARAPA;210203;PER
200204;PUNO;AZANGARO;ASILLO;210204;PER
200205;PUNO;AZANGARO;CAMINACA;210205;PER
200206;PUNO;AZANGARO;CHUPA;210206;PER
200207;PUNO;AZANGARO;JOSE DOMINGO CHOQUEHUANCA;210207;PER
200208;PUNO;AZANGARO;MUÑANI;210208;PER
200210;PUNO;AZANGARO;POTONI;210209;PER
200212;PUNO;AZANGARO;SAMAN;210210;PER
200213;PUNO;AZANGARO;SAN ANTON;210211;PER
200214;PUNO;AZANGARO;SAN JOSE;210212;PER
200215;PUNO;AZANGARO;SAN JUAN DE SALINAS;210213;PER
200216;PUNO;AZANGARO;SANTIAGO DE PUPUJA;210214;PER
200217;PUNO;AZANGARO;TIRAPATA;210215;PER
200301;PUNO;CARABAYA;MACUSANI;210301;PER
200302;PUNO;CARABAYA;AJOYANI;210302;PER
200303;PUNO;CARABAYA;AYAPATA;210303;PER
200304;PUNO;CARABAYA;COASA;210304;PER
200305;PUNO;CARABAYA;CORANI;210305;PER
200306;PUNO;CARABAYA;CRUCERO;210306;PER
200307;PUNO;CARABAYA;ITUATA;210307;PER
200308;PUNO;CARABAYA;OLLACHEA;210308;PER
200309;PUNO;CARABAYA;SAN GABAN;210309;PER
200310;PUNO;CARABAYA;USICAYOS;210310;PER
200401;PUNO;CHUCUITO;JULI;210401;PER
200402;PUNO;CHUCUITO;DESAGUADERO;210402;PER
200403;PUNO;CHUCUITO;HUACULLANI;210403;PER
200406;PUNO;CHUCUITO;PISACOMA;210405;PER
200407;PUNO;CHUCUITO;POMATA;210406;PER
200410;PUNO;CHUCUITO;ZEPITA;210407;PER
200412;PUNO;CHUCUITO;KELLUYO;210404;PER
200501;PUNO;HUANCANE;HUANCANE;210601;PER
200502;PUNO;HUANCANE;COJATA;210602;PER
200504;PUNO;HUANCANE;INCHUPALLA;210604;PER
200506;PUNO;HUANCANE;PUSI;210605;PER
200507;PUNO;HUANCANE;ROSASPATA;210606;PER
200508;PUNO;HUANCANE;TARACO;210607;PER
200509;PUNO;HUANCANE;VILQUE CHICO;210608;PER
200511;PUNO;HUANCANE;HUATASANI;210603;PER
200601;PUNO;LAMPA;LAMPA;210701;PER
200604;PUNO;LAMPA;NICASIO;210704;PER
200605;PUNO;LAMPA;OCUVIRI;210705;PER
200606;PUNO;LAMPA;PALCA;210706;PER
200607;PUNO;LAMPA;PARATIA;210707;PER
200608;PUNO;LAMPA;PUCARA;210708;PER
200609;PUNO;LAMPA;SANTA LUCIA;210709;PER
200610;PUNO;LAMPA;VILAVILA;210710;PER
200701;PUNO;MELGAR;AYAVIRI;210801;PER
200702;PUNO;MELGAR;ANTAUTA;210802;PER
200703;PUNO;MELGAR;CUPI;210803;PER
200704;PUNO;MELGAR;LLALLI;210804;PER
200705;PUNO;MELGAR;MACARI;210805;PER
200706;PUNO;MELGAR;NUÑOA;210806;PER
200707;PUNO;MELGAR;ORURILLO;210807;PER
200708;PUNO;MELGAR;SANTA ROSA;210808;PER
200709;PUNO;MELGAR;UMACHIRI;210809;PER
200801;PUNO;SANDIA;SANDIA;211201;PER
200803;PUNO;SANDIA;CUYOCUYO;211202;PER
200804;PUNO;SANDIA;LIMBANI;211203;PER
200805;PUNO;SANDIA;PHARA;211205;PER
200806;PUNO;SANDIA;PATAMBUCO;211204;PER
200807;PUNO;SANDIA;QUIACA;211206;PER
200808;PUNO;SANDIA;SAN JUAN DEL ORO;211207;PER
200810;PUNO;SANDIA;YANAHUAYA;211208;PER
200811;PUNO;SANDIA;ALTO INAMBARI;211209;PER
200812;PUNO;SANDIA;SAN PEDRO DE PUTINA PUNCO;211210;PER
200901;PUNO;SAN ROMAN;JULIACA;211101;PER
200902;PUNO;SAN ROMAN;CABANA;211102;PER
200903;PUNO;SAN ROMAN;CABANILLAS;211103;PER
200904;PUNO;SAN ROMAN;CARACOTO;211104;PER
201001;PUNO;YUNGUYO;YUNGUYO;211301;PER
201002;PUNO;YUNGUYO;UNICACHI;211307;PER
201003;PUNO;YUNGUYO;ANAPIA;211302;PER
201004;PUNO;YUNGUYO;COPANI;211303;PER
201005;PUNO;YUNGUYO;CUTURAPI;211304;PER
201006;PUNO;YUNGUYO;OLLARAYA;211305;PER
201007;PUNO;YUNGUYO;TINICACHI;211306;PER
201101;PUNO;SAN ANTONIO DE PUTINA;PUTINA;211001;PER
201102;PUNO;SAN ANTONIO DE PUTINA;PEDRO VILCA APAZA;211003;PER
201103;PUNO;SAN ANTONIO DE PUTINA;QUILCAPUNCU;211004;PER
201104;PUNO;SAN ANTONIO DE PUTINA;ANANEA;211002;PER
201105;PUNO;SAN ANTONIO DE PUTINA;SINA;211005;PER
201201;PUNO;EL COLLAO;ILAVE;210501;PER
201202;PUNO;EL COLLAO;PILCUYO;210503;PER
201203;PUNO;EL COLLAO;SANTA ROSA;210504;PER
201204;PUNO;EL COLLAO;CAPASO;210502;PER
201205;PUNO;EL COLLAO;CONDURIRI;210505;PER
201301;PUNO;MOHO;MOHO;210901;PER
201302;PUNO;MOHO;CONIMA;210902;PER
201303;PUNO;MOHO;TILALI;210904;PER
201304;PUNO;MOHO;HUAYRAPATA;210903;PER
210101;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;220101;PER
210102;SAN MARTIN;MOYOBAMBA;CALZADA;220102;PER
210103;SAN MARTIN;MOYOBAMBA;HABANA;220103;PER
210104;SAN MARTIN;MOYOBAMBA;JEPELACIO;220104;PER
210105;SAN MARTIN;MOYOBAMBA;SORITOR;220105;PER
210106;SAN MARTIN;MOYOBAMBA;YANTALO;220106;PER
